aut_principal,pseudo,viaf,titulo,Lengua fuente,Lengua,ISBN,Ciudad de publicación,Ente editor,Año de publicación,Traductor/a,Observaciones
"Morton, Kate",No hay datos,http://viaf.org/viaf/32308361,La casa Riverton / Kate Morton ; traducción de Luisa Borovsky,eng,Inglés,9789974958050,Montevideo,Punto de lectura,2014,"Borovsky, Luisa",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Camus, Albert",No hay datos,http://viaf.org/viaf/97000332,El extranjero / Albert Camus; prólogo de Elvio E. Gandolfo,fre,Francés,9789974106703,Montevideo,Ediciones de Banda Oriental,2014,No hay datos,No hay datos
"Austen, Jane",No hay datos,http://viaf.org/viaf/102333412,Lady Susan : novela / Jane Austen; traducción y prólogo de Eduardo Berti,eng,Inglés,9789974106376,Montevideo,Ediciones de Banda Oriental,2014,"Berti, Eduardo",Se añadió dato traductor. Fuente: BN campo Título. 
"Rowell, Rainbow",No hay datos,http://viaf.org/viaf/137448631,Eleanor & Park / Rainbow Rowell; traducción Victoria Simó,eng,Inglés,9789974958074,Montevideo,Alfaguara,2014,"Simó, Victoria",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Green, John",No hay datos,http://viaf.org/viaf/41229323,Bajo la misma estrella / John Green ; traducción de Noemí Sobregués,eng,Inglés,9789871997008,Montevideo,Nube de Tinta,2014,"Sobregués, Noemí",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Mead, Richelle",No hay datos,http://viaf.org/viaf/96947977,Vampire Academy : sangre azul / Richelle Mead ; traducción de Julio Hermoso,eng,Inglés,9789974958159,Montevideo,Alfaguara,2014,"Hermoso, Julio",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Green, John",No hay datos,http://viaf.org/viaf/41229323,Bajo la misma estrella / John Green ; traducción de Noemí Sobregués,eng,Inglés,No hay datos,Montevideo,Nube de Tinta,2015,"Sobregués, Noemí",Se añadió dato traductor. Fuente: BN campo Título.
"Horowitz, Eli",No hay datos,http://viaf.org/viaf/19419601,"La historia silenciosa / Eli Horowitz, Matthew Derby, Kevin Moffet ; traducción Ramón Buenaventura",eng,Inglés,9789974700994,Montevideo,Seix Barral,2015,"Buenaventura, Ramón",Se añadió dato traductor. Fuente: BN campo Título.
"Veríssimo, Luis Fernando",No hay datos,http://viaf.org/viaf/84493855,El analista de Bagé : cuentos / Luis Fernando Veríssimo ; traducción de María Esther Gilio,por,Portugués,9789974108875,Montevideo,Ediciones de Banda Oriental,2015,"Gilio, María Esther",Se añadió dato traductor. Fuente: BN campo Título.
Hroswitha,No hay datos,http://viaf.org/viaf/9927322,"Gesta del Emperador Otón / Rosvita de Gandersheim ; traducción Victoria Herrera, Mercedes de la Cruz, Marcos Hernández",lat,Latín,9789974854017,Montevideo,Monobiblos,2015,"Herrera, Victoria|Cruz, Mercedes|Hernández, Marcos",Se añadió dato traductor. Fuente: BN campo Título.
"Huxley, Aldous Leonard",No hay datos,http://viaf.org/viaf/71392434,Las puertas de la percepción / Aldous Huxley,eng,Inglés,No hay datos,No hay datos,No hay datos,2015,No hay datos,Fuente del dato Año no oficial.
"Todd, Anna",No hay datos,http://viaf.org/viaf/309828820,After : en mil pedazos,eng,Inglés,9789974729063,Montevideo,Planeta,2015,"Rodríguez, Marisa","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Todd, Anna",No hay datos,http://viaf.org/viaf/309828820,After : almas perdidas,eng,Inglés,9789974729179,Montevideo,Planeta,2015,Traducciones Imposibles,Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo. Figura una empresa en los datos del traductor.
"Voltaire, Francois Marie Arouet de","Arouet, François-Marie",http://viaf.org/viaf/36925746,Cándido o el optimismo,fre,Francés,No hay datos,No hay datos,No hay datos,2015,No hay datos,No hay datos
"Saint-Exupéry, Antoine De",No hay datos,http://viaf.org/viaf/93810507,El Principito,fre,Francés,9789974694835,Montevideo,Ediciones Cruz del Sur,2015,"De Santiago, María Elena",Fuente del dato Ciudad no oficial./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Todd, Anna",No hay datos,http://viaf.org/viaf/309828820,After,eng,Inglés,9789974729650,Montevideo,Planeta,2015,"Rodríguez, Marisa",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Andersson, Lena",No hay datos,http://viaf.org/viaf/77229558,Apropiación indebida : una novela sobre el amor,Sueco,Sueco,9789974732384,Montevideo,Alfaguara,2015,"García-Posada, Elda",Se rectificó lengua fuente de alemán a sueco./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Capote, Truman",No hay datos,http://viaf.org/viaf/51686739,A sangre fría,eng,Inglés,9789974723535,Montevideo,Sudamericana,2015,"Rodríguez, Fernando",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Coelho, Paulo",No hay datos,http://viaf.org/viaf/52700,El Alquimista,por,Portugués,9789974729377,Montevideo,Planeta,2015,"Mira, Monserrat",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Coelho, Paulo",No hay datos,http://viaf.org/viaf/52700,A orillas del río Piedra me senté y lloré,por,Portugués,9789974729421,Montevideo,Planeta,2015,"Indecona, Alfonso",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Hawkins, Paula",No hay datos,http://viaf.org/viaf/14277202,La chica del tren,eng,Inglés,9789974729353,Montevideo,Planeta,2015,"Montoto, Alexis",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Coelho, Paulo",No hay datos,http://viaf.org/viaf/52700,El demonio y la señorita Prym,por,Portugués,9789974729445,Montevideo,Planeta,2015,"Ventos, M. Dolors",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Connelly, Michael",No hay datos,http://viaf.org/viaf/19745715,El eco negro,eng,Inglés,9789974723542,Montevideo,Sudamericana,2015,"Martin, Helena",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Macdonald, Ross",No hay datos,http://viaf.org/viaf/60355518,El expediente Archer,eng,Inglés,9789974723733,Montevideo,Sudamericana,2015,"Gómez Calvo, Ignacio",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Lemaitre, Pierre",No hay datos,http://viaf.org/viaf/22429842,Iréne,fre,Francés,9789974732377,Montevideo,Alfaguara,2015,"Durán Romero, Juan Carlos",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Le Carré, John ",No hay datos,http://viaf.org/viaf/109254932,El jardinero fiel,eng,Inglés,9789974723719,Montevideo,Sudamericana,2015,"Milla Soler, Carlos",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Una gran chica,eng,Inglés,9789974732971,Montevideo,Sudamericana,2015,"Manero Jiménez, Laura",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo. Fuente del dato Ciudad no oficial
"Coelho, Paulo",No hay datos,http://viaf.org/viaf/52700,Maktub,por,Portugués,9789974729469,Montevideo,Planeta,2015,"Costas, Ana Belén",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Forsyth, Frederick",No hay datos,http://viaf.org/viaf/108216096,Odessa,eng,Inglés,9789974723702,Montevideo,Sudamericana,2015,"De la Fuente, Ana María",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Coelho, Paulo",No hay datos,http://viaf.org/viaf/52700,Once minutos,por,Portugués,9789974729384,Montevideo,Planeta,2015,"Costas, Ana Belén",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Coelho, Paulo",No hay datos,http://viaf.org/viaf/52700,El peregrino,por,Portugués,9789974729371,Montevideo,Planeta,2015,"Tatay, Carlos",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Coelho, Paulo",No hay datos,http://viaf.org/viaf/52700,La quinta montaña,por,Portugués,9789974729407,Montevideo,Planeta,2015,"Mira, Monserrat",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo
"Grisham, John",No hay datos,http://viaf.org/viaf/7449742,Tiempo de matar,eng,Inglés,9789974723641,Montevideo,Sudamericana,2015,"Iriarte, Eduardo",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Coelho, Paulo",No hay datos,http://viaf.org/viaf/52700,Veronika decide morir,por,Portugués,9789974729438,Montevideo,Planeta,2015,"Mira, Monserrat",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Coelho, Paulo",No hay datos,http://viaf.org/viaf/52700,El vencedor está solo,por,Portugués,9789974729360,Montevideo,Planeta,2015,"Costas, Ana Belén",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Clark, Mary Higgins",No hay datos,http://viaf.org/viaf/100252785,Testigo en la sombra,eng,Inglés,9789974732094,Montevideo,Sudamericana,2015,No hay datos,No hay datos
"Coelho, Paulo",No hay datos,http://viaf.org/viaf/52700,El Zahir,por,Portugués,9789974729476,Montevideo,Planeta,2015,"Costas, Ana Belén",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Wood, Barbara",No hay datos,http://viaf.org/viaf/66478330,Bajo la luna de Hawái,eng,Inglés,9789974732926,Montevideo,Grijalbo,2015,"Espinosa, Sheila",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Gilbert, Elizabeth",No hay datos,http://viaf.org/viaf/7713013,"Come, reza, ama",eng,Inglés,9789974723704,Montevideo,Debolsillo,2015,"Bustelo, Gabriela",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Saint-Exupéry, Antoine De",No hay datos,http://viaf.org/viaf/93810507,El Principito,fre,Francés,9789974729674,Montevideo,Emecé,2015,"Del Carril, Bonifacio",Fuente del dato Ciudad no oficial./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Voltaire, Francois Marie Arouet de","Arouet, François-Marie",http://viaf.org/viaf/36925746,Micromegas,fre,Francés,9789974730090,No hay datos,I Libri,2015,No hay datos,No hay datos
"Shakespeare, William",No hay datos,http://viaf.org/viaf/96994048,La tragedia de Macbeth,eng,Inglés,9789974849075,No hay datos,I Libri,2015,No hay datos,No hay datos
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Hotel Vendome,eng,Inglés,9789974732872,Montevideo,Plaza & Janés,2015,"Rins Calahorra, Laura",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Johnson, Maureen",No hay datos,http://viaf.org/viaf/77404871,Noches blancas : tres historias de amor inolvidables,eng,Inglés,9789974732681,Montevideo,Nube de Tinta,2015,"Canales Medina, Verónica",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Hesse, Hermann",No hay datos,http://viaf.org/viaf/41841418,Demian : historia de la juventud de Emil Sinclair,ger,Alemán,9789974730038,No hay datos,I Libri,2015,No hay datos,No hay datos
"Barreto, Alfonso Henriques De Lima",No hay datos,http://viaf.org/viaf/64039068,La nueva California y otros cuentos,por,Portugués,9789974105171,Montevideo,Ediciones de Banda Oriental,2015,"Rocca, Pablo",Es antología./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Faulkner, William",No hay datos,http://viaf.org/viaf/39376770,Una rosa para Emily,eng,Inglés,9789974730106,Montevideo,I Libri,2015,No hay datos,Fuente del dato Ciudad no oficial.
"Orwell, George",No hay datos,http://viaf.org/viaf/95155403,Rebelión en la granja,eng,Inglés,9789974849068,Montevideo,I Libri,2015,No hay datos,Fuente del dato Ciudad no oficial.
"Shakespeare, William",No hay datos,http://viaf.org/viaf/96994048,Romeo y Julieta,eng,Inglés,9789974849099,Montevideo,I Libri,2015,No hay datos,Fuente del dato Ciudad no oficial.
"Shakespeare, William",No hay datos,http://viaf.org/viaf/96994048,Hamlet,eng,Inglés,9789974849082,Montevideo,I Libri,2015,No hay datos,Fuente del dato Ciudad no oficial.
"Grisham, John",No hay datos,http://viaf.org/viaf/7449742,El secreto de Gray Mountain,eng,Inglés,9789974732889,Montevideo,Plaza & Janés,2015,"Iriarte, Eduardo",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Morton, Kate",No hay datos,http://viaf.org/viaf/32308361,El último adiós,eng,Inglés,9789974732841,Montevideo,Suma de Letras,2015,No hay datos,No hay datos
"Nemirovsky, Irene",No hay datos,http://viaf.org/viaf/66484425,El baile y Las moscas del otoño,fre,Francés,9789974109117,Montevideo,Ediciones de Banda Oriental,2015,"Peyrou, Rosario",Se rectificó lengua fuente de ruso a francés./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Rowell, Rainbow",No hay datos,http://viaf.org/viaf/137448631,Landline : segundas oportunidades,eng,Inglés,9789974732858,Montevideo,Alfaguara,2015,"Simo, Victoria",Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Pushkin, Alexander Sergueevich",No hay datos,http://viaf.org/viaf/66477450,Encore! : traducción de la novela Eugenio Onieguin,rus,Ruso,No hay datos,Montevideo,No hay datos,2015,"Larrea, Roberto",Fuente del dato Ciudad no oficial./ Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"Noël, James",No hay datos,http://viaf.org/viaf/58863888,Puños al rojo vivo / James Noël ; traducción Laura Masello,fre,Francés,9789974326446,Montevideo,Trilce,2015,"Masello, Laura",Se recuperó lengua fuente (francés)./ Se añadió dato traductor. Fuente: BN campo Título y Valor.
No hay datos,No hay datos,No hay datos,"Las mil y una noches : según el manuscrito más antiguo conocido / traducción del árabe Dolors Cinca Pinós, Margarita Castells Criballés",ara,Árabe,9789974729582,Montevideo,Planeta,2015,"Cinca Pinós, Dolors|Castells Criballés, Margarita",Se recuperó lengua fuente (árabe)./ Se añadió dato traductor. Fuente: BN campo Título.
"Nesbo, Jo",No hay datos,http://viaf.org/viaf/44460209,El murciélago / Jo Nesbo ; traducción de Bente Teigen Gundersen y Mariano González Campo,nor,Noruego,9789974723986,Montevideo,Reservoir books,2015,"Gundersen, Bente Teigen|González Campo, Mariano",Se rectificó lengua fuente de alemán a noruego./ Se añadió dato traductor. Fuente: BN campo Título.
"Green, John",No hay datos,http://viaf.org/viaf/41229323,Ciudades de papel / John Green ; traducción de Noemí Sobregués,eng,Inglés,9789974713710,Montevideo,Nube de Tinta,2015,"Sobregués, Noemí","Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"
"Mansfield, Katherine",No hay datos,http://viaf.org/viaf/41843502,"Felicidad : y otros cuentos / Katherine Mansfield ; selección, traducción y prólogo de Rosario Peyrou",eng,Inglés,9789974109377,Montevideo,Ediciones de Banda Oriental,2015,"Peyrou, Rosario",Se añadió dato traductor. Fuente: BN campo Título.
"Drexler, Gunther",No hay datos,http://viaf.org/viaf/97781373,El largo camino del retorno / Gunther Drexler,ger,Alemán,9789974985223,Montevideo,Edición de autor,2015,No hay datos,Fuente del dato Ciudad no oficial. / Se añadió dato traductor. Fuente: BN campo Título.
"Kercheval, Jesse Lee",No hay datos,http://viaf.org/viaf/11302783,Extranjera : Stranger / Jesse Lee Kercheval,eng,Inglés,9789974719170,Montevideo,Yaugurú,2015,No hay datos,No hay datos
"Shakespeare, William",No hay datos,http://viaf.org/viaf/96994048,El rey lear / William Shakespeare,eng,Inglés,9789974694842,Montevideo,Ediciones Cruz del Sur,2015,No hay datos,No hay datos
"Henry, O.","Porter, William Sydney",http://viaf.org/viaf/46770914,Manos y corazones : y otros cuentos / O. Henry; prólogo de Rosario Peyrou,eng,Inglés,9789974109216,Montevideo,Ediciones de Banda Oriental,2015,No hay datos,No hay datos
"Bradbury, Ray",No hay datos,http://viaf.org/viaf/12305881,Memoria de crímenes / Ray Bradbury ; traducción de Carlos Peralta,eng,Inglés,9789974723719,Montevideo,Sudamericana,2015,"Peralta, Carlos",Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"Andrade, Mário de",No hay datos,http://viaf.org/viaf/19688448,Crónicas de melancolía eufórica / Mário de Andrade ; traducción Rosario Lázaro Igoa  ; ilustraciones Martín Verges Rilla,por,Portugués,9789974848672,Montevideo,Alter,2016,"Lázaro Igoa, Rosario",Es antología./ Se añadió dato traductor. Fuente: BN campo Título.
"Didierlaurent, Jean Paul",No hay datos,http://viaf.org/viaf/305202902,El lector del tren de las 6.27 / Jean Paul Didierlaurent ; traducción Adolfo García Ortega,fre,Francés,9789974729896,Montevideo,Planeta,2016,"García Ortega, Adolfo",Se añadió dato traductor. Fuente: BN campo Título.
"Ferrante, Elena",No hay datos,http://viaf.org/viaf/32103009,Dos amigas / Elena Ferrante ; traducción Celia Filipetto,ita,Italiano,9789974736603 (t. 1),Montevideo,Lumen,2016,"Filipetto, Celia",Se añadió dato traductor. Fuente: BN campo Título.
"Kepler, Lars","Ahndoril, Alexandra Coelho|Ahndoril, Alexander ",http://viaf.org/viaf/95139216,En la mente del hipnotista / Lars Kepler ; traducción Gemma Pecharromán Miguel,Sueco,Sueco,9789974737129,Montevideo,Planeta,2016,"Pecharromán Miguel, Gemma",Se rectificó lengua fuente de alemán a sueco./ Se añadió dato traductor. Fuente: BN campo Título.
"Safier, David",No hay datos,http://viaf.org/viaf/101607215,Más maldito karma / David Safier ; traducción del alemán por María José Díaz Pérez,ger,Alemán,9789974729803,Montevideo,Seix Barral,2016,"Díaz Pérez, María José",Se añadió dato traductor. Fuente: BN campo Título. 
"Le Carré, John",No hay datos,http://viaf.org/viaf/109254932,Volar en círculos / John Le Carré ; traducción de Claudia Conde,eng,Inglés,9789974737877,Montevideo,Planeta,2016,"Conde, Claudia",Se añadió dato traductor. Fuente: BN campo Título.
"Eco, Umberto",No hay datos,http://viaf.org/viaf/108299403,"De la estupidez a la locura : como vivir en un mundo sin rumbo / Umberto Eco ; traducción Helena Lozano Miralles, María Pons Irazazábal",ita,Italiano,9789974741539,Montevideo,Sudamericana,2016,"Lozano Miralles, Helena|Pons Irazazábal, María",Se añadió dato traductor. Fuente: BN campo Título. 
"Hawkins, Paula",No hay datos,http://viaf.org/viaf/14277202,La chica del tren / Paula Hawkins ; Traducción Aleix Montoto,eng,Inglés,9789974729353,Montevideo,Planeta,2016,"Montoto, Aleix",Se añadió dato traductor. Fuente: BN campo Título.
"Littleton, Sue",No hay datos,http://viaf.org/viaf/56216757,"Polonia, mi amor = Poloska, my love / Sue Littleton",eng,Inglés,9789974703629,Montevideo,Botella al Mar,2016,No hay datos,Obra bilingüe.
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Tiempo prestado,eng,Inglés,9789974732988,Montevideo,Sudamericana,2016,"Fontana, Pedro","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Luces del sur,eng,Inglés,9789974732995,Montevideo,Sudamericana,2016,"Rins Calahorra, Laura","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo./ Fuente del dato Ciudad no oficial
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Feliz cumpleaños,eng,Inglés,9789974736016,Montevideo,Sudamericana,2016,"Nueno, Nieves","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,El legado,eng,Inglés,9789974736009,Montevideo,Sudamericana,2016,"Rins Calahorra, Laura","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Cinco días en París,eng,Inglés,9789974736023,Montevideo,Sudamericana,2016,"Moral, Gemma","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Empezar de nuevo,eng,Inglés,9789974736030,Montevideo,Sudamericana,2016,"Trejo, Joan","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Asuntos del corazón,eng,Inglés,9789974736047,Montevideo,Sudamericana,2016,"Rins Calahorra, Laura","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Ecos,eng,Inglés,9789974736054,Montevideo,Sudamericana,2016,"Quijada Vargas, Encarna","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Dulce y amargo,eng,Inglés,9789974736061,Montevideo,Sudamericana,2016,"Cavandoli Menéndez, Margarita","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Acto de fe,eng,Inglés,9789974736078,Montevideo,Sudamericana,2016,"Merino Sánchez, María Isabel","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Imposible,eng,Inglés,9789974736085,Montevideo,Sudamericana,2016,"Rodríguez Juiz, Cruz","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Fiel a sí misma,eng,Inglés,9789974736092,Montevideo,Sudamericana,2016,"Nueno, Nieves","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Una entrega especial,eng,Inglés,9789974736108,Montevideo,Sudamericana,2016,"Komet, Silvia","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Gounelle, Laurent",No hay datos,http://viaf.org/viaf/17551704,Hoy haré del mundo un lugar mejor,fre,Francés,9789974729865,Montevideo,Planeta,2016,No hay datos,No hay datos
"Steel, Danielle",No hay datos,http://viaf.org/viaf/100238676,Milagro,eng,Inglés,9789974736115,Montevideo,Sudamericana,2016,"Monturiol, Berta","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
Elena Ferrante,No hay datos,http://viaf.org/viaf/32103009,La amiga estupenda,ita,Italiano,9789974736603,Montevideo,Lumen,2016,"Filipetto, Celia","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo./ Fuente del dato Ciudad no oficial-
"
"Kirby, Jessi",No hay datos,http://viaf.org/viaf/151517159,Un corazón para dos,eng,Inglés,9789974729902,Montevideo,Planeta,2016,"Pineda, Eloy","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo. Fuente del dato Ciudad no oficial
"
Elena Ferrante,No hay datos,http://viaf.org/viaf/32103009,Un mal nombre,ita,Italiano,9789974736610,Montevideo,Lumen,2016,"Filipetto, Celia","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Saint-Exupéry, Antoine De",No hay datos,http://viaf.org/viaf/93810507,El Principito,fre,Francés,No hay datos,Montevideo,Italcred,2016,No hay datos,Fuente del dato Ciudad no oficial.
"Coelho, Paulo",No hay datos,http://viaf.org/viaf/52700,La espía,por,Portugués,9789974741584,Montevideo,Grijalbo,2016,"Obon, Pilar","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Carlan, Audrey",No hay datos,http://viaf.org/viaf/74146937816013832163,Calendar girl,eng,Inglés,9789974737754,Montevideo,Planeta,2016,"Agneilli, Lara","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Messadie, Gerald",No hay datos,http://viaf.org/viaf/71394993,Moisés : un príncipe sin corona,fre,Francés,9789974746199,Montevideo,Planeta,2016,"Serrat Crespo, Manuel","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Roth, Joseph",No hay datos,http://viaf.org/viaf/56615783,El triunfo de la belleza,ger,Alemán,9789974109865,Montevideo,Ediciones de Banda Oriental,2016,No hay datos,No hay datos
"Orwell, George",No hay datos,http://viaf.org/viaf/95155403,Rebelión en la granja,eng,Inglés,9789974851887,Montevideo,Flor Negra,2016,No hay datos,No hay datos
"Grisham, John",No hay datos,http://viaf.org/viaf/7449742,Un abogado rebelde,eng,Inglés,9789974741850,Montevideo,Plaza & Janés,2016,"Lledo Rando, Sergio","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Gemeinhart, Dan",No hay datos,http://viaf.org/viaf/309857236,La pura verdad,eng,Inglés,9789974746213,Montevideo,Planeta,2016,No hay datos,No hay datos
"Wood, Barbara",No hay datos,http://viaf.org/viaf/66478330,La tierra dorada,eng,Inglés,9789877251319,Montevideo,Debolsillo,2016,"Fernández de Villavicencios, Matuca","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo./ Fuente del dato Ciudad no oficial
"
"Buyert, Arlin",No hay datos,http://viaf.org/viaf/295397908,Poemas de la guerra / Arlin Buyert ; traducción Laura Chalar,eng,Inglés,9789974722101,Montevideo,Irrupciones,2016,"Chalar, Laura","Se añadió dato traductor. Fuente: BN campo Título y campo Valor y catálogo de la Biblioteca del Poder Legislativo.
"
"Stevenson, Robert Louis",No hay datos,http://viaf.org/viaf/95207986,El diablo de la botella y otros cuentos / Robert Louis Stevenson; traducción de Rosario Peyrou; prólogo de Carlos María Domínguez,eng,Inglés,9789974109834,Montevideo,Ediciones de Banda Oriental,2016,"Peyrou, Rosario",Es antología./ Se añadió dato traductor. Fuente: BN campo Título y campo Valor. 
"Woolf, Virginia",No hay datos,http://viaf.org/viaf/39385478,"La fiesta de la señora Dalloway / Virginia Woolf ; selección, traducción y prólogo de Rosario Peyrou",eng,Inglés,9789974109483,Montevideo,Ediciones de Banda Oriental,2016,"Peyrou, Rosario",Se añadió dato traductor. Fuente: BN campo Título.
"Ford, Jamie",No hay datos,http://viaf.org/viaf/81508183,Hasta que volvamos a vernos / Jamie Ford ; traducción Jesús de la Torre,eng,Inglés,9789974729841,Montevideo,Editorial Planeta,2016,"De la Torre, Jesús",Se añadió dato traductor. Fuente: BN campo Título.
"Lemaitre, Pierre",No hay datos,http://viaf.org/viaf/22429842,Rosy & John / Pierre Lemaitre,fre,Francés,9789974736665,Montevideo,Alfaguara,2016,"De la Torre, Jesús","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Doerr, Anthony",No hay datos,http://viaf.org/viaf/79550093,La luz que no puedes ver / Anthony Doerr,eng,Inglés,9789974736436,Montevideo,Suma de Letras,2016,"Durán Romero, Juan Carlos","Se añadió dato traductor. Fuente: catálogo de la Biblioteca del Poder Legislativo.
"
"Barton, Fiona",No hay datos,http://viaf.org/viaf/4319147665873160670003,La viuda / Fiona Barton ; traducción Aleix Montoto,eng,Inglés,9789974737372,Montevideo,Planeta,2016,"Montoto, Aleix","Se añadió dato traductor. Fuente: BN campo Título y catálogo de la Biblioteca del Poder Legislativo.
"
